🔵 DB Name (A),🟢 Category (B),🟡 Correct Product Name (C),🟡 Brand (D),🟢 VAT% (E),🟢 Base Unit (F),🟢 Base Cost KES (G),🟢 Base Sell KES (H),🟢 Base Stock (I),🟡 Barcode (J),🟢 L1 Pack Name (K),🟠 L1 Qty in Base (L),🟢 L1 Cost KES (M),🟢 L1 Sell KES (N),🟢 L1 Stock (O),🟢 L2 Pack Name (P),🟠 L2 Qty in L1 (Q),🟢 L2 Cost KES (R),🟢 L2 Sell KES (S),🟢 L2 Stock (T),🟡 Reorder Point (U),🟡 Lead Time Days (V),System Notes (W — do not edit)
HANAN POCKET 12*10PCS,Baby Care - Infant Formula,,,16,Piece,122,175,51,,,,,,,Carton,10,1460,2100,4.3,,,"Name contains ""10PCS"" — suggests 10 units per pack — pre-filled as L2 qty"
HANAN SERVIETE 18PCS,Baby Care - Infant Formula,,,16,Carton,1620,1800,9,,,,,,,Carton,18,1620,1800,9,,,"Name contains ""18PCS"" — suggests 18 units per pack — pre-filled as L2 qty"
HANAN SERVIETE 48PCS,Baby Care - Infant Formula,,,16,Piece,91,100,438,,,,,,,Carton,48,4350,5000,9.1,,,"Name contains ""48PCS"" — suggests 48 units per pack — pre-filled as L2 qty"
HANAN TISH 40  STT,Baby Care - Infant Formula,,,16,Carton,1650,4400,0.8,,Outer,,412,1100,3,Carton,,1650,4400,0.8,,,
HAND & BABY LOTOIN 500M,Baby Products,,,16,Piece,150,250,0,,,,,,,,,,,,,,
HAND SANITIZER 500ML,Other - General Merchandise,,,16,Piece,500,750,0,,,,,,,,,,,,,,
HAND SANITIZING 50ML,Other - General Merchandise,,,16,Piece,125,200,0,,,,,,,,,,,,,,
HAND WASH 4LTR,Other - General Merchandise,,,16,Piece,400,650,0,,,,,,,,,,,,,,
HAND WASH 500G,Other - General Merchandise,,,16,Piece,82,150,289,,,,,,,Carton,,1980,2100,12,,,
HAND WASH 750ML,Other - General Merchandise,,,16,Piece,250,500,0,,,,,,,,,,,,,,
HANI BASMATI 25KG SB3,Staples - Rice,,,0,Bag,3070,4000,0,,,,,,,Bag,,3070,4000,0,,,
HANNY BASMATI 25KG,Staples - Rice,,,0,Bag,5500,6000,2,,,,,,,Bag,,5500,6000,2,,,
HANNY BASMATI 4*10KG,Staples - Rice,,,16,Piece,2125,2500,0,,,,,,,Bag,4,8500,9000,0,,,"Name contains ""4*10KG"" — suggests 4 units per pack — pre-filled as L2 qty"
HAPPY BISCUTS-STT,Snacks - Biscuits & Cookies,,,16,Carton,245,300,69,,,,,,,Carton,,245,300,69,,,
HAPPY DONUT 6*24PCS,Snacks - Cakes & Donuts,,,16,Carton,3200,3500,0,,Outer,24,533,583,0,Carton,,3200,3500,0,,,"Name contains ""24PCS"" — suggests 24 units per pack — pre-filled as L1 qty"
HAPPY PISHORI 25KG STT,Staples - Rice,,,0,Bag,4000,3500,0,,,,,,,Bag,,4000,3500,0,,,
HAPPY SPONJE 6*24PCS,Household - Sponge & Cleaning Tools,,,16,Piece,550,650,8,,,,,,,Carton,24,3300,3500,1.3,,,"Name contains ""24PCS"" — suggests 24 units per pack — pre-filled as L2 qty"
HAPY BELLA 12*350G-STT,Snacks - Cakes & Donuts,,,16,Piece,195,350,0,,,,,,,Carton,12,2337,2800,0,,,"Name contains ""12*350G"" — suggests 12 units per pack — pre-filled as L2 qty"
HAPY BELLA 6 750G,Snacks - Cakes & Donuts,,,16,Piece,333,417,0,,,,,,,Carton,,2000,2500,0,,,
HASHIMI RICE 4*10KG,Staples - Rice,,,16,Kilogram (10kg),1625,1750,0,,,,,,,Bag,4,6500,7000,0,,,"Name contains ""4*10KG"" — suggests 4 units per pack — pre-filled as L2 qty"
Hayat Milk Powder 2.5Kg,Dairy - Milk,,,16,Piece,1700,1800,0,,,,,,,Carton,,9800,10200,0,,,
HAYAT PARFUM,Other - General Merchandise,,,16,Piece,1000,2000,0,,,,,,,,,,,,,,
HAZELNUT 32G*12,Condiments - Honey & Spreads,,,16,Roll Bundle,1000,1250,0,,Roll Bundle,,1000,1250,0,,,,,,,,
HEAD SHOULDER 24PC,Other - General Merchandise,,,16,Piece,429,5000,8,,,,,,,Carton,24,10307,120000,0.3,,,"Name contains ""24PC"" — suggests 24 units per pack — pre-filled as L2 qty"
HEART CHOCOLATE 93PCS,Beverages - Soda,,,16,Piece,550,625,0,,,,,,,Carton,93,6600,7500,0,,,"Name contains ""93PCS"" — suggests 93 units per pack — pre-filled as L2 qty"
HEINZ BEANZ 415G24PCS,Other - General Merchandise,,,16,Piece,94,2400,0,,,,,,,Carton,24,2257,2400,0,,,"Name contains ""24PCS"" — suggests 24 units per pack — pre-filled as L2 qty"
HEINZ YELLOW MUSTARD 245G,Condiments - Sauces,,,16,Piece,233,333,0,,,,,,,Carton,,2800,4000,0,,,
HERI TISH 40 STT,Household - Paper Products,,,16,Carton,580,650,0,,Outer,,145,262,40,Carton,,580,650,0,,,
HEYL GREEN SLG,Other - General Merchandise,,,16,Kilogram (1kg),4600,3500,0,,,,,,,,,,,,,,
HIBYE CAKE 40PCS,Snacks - Cakes & Donuts,,,16,Box,1200,1500,0,,Box,40,1200,1500,0,,,,,,,,"Name contains ""40PCS"" — suggests 40 units per pack — pre-filled as L1 qty"
HIKMA RICE 25KG,Staples - Rice,,,16,Bag,3600,3700,0,,,,,,,Bag,,3600,3700,0,,,
HILAAC R1CE 25KG STT,Other - General Merchandise,,,0,Kilogram,172,3300,0,,,,,,,Bag,,4300,82500,0,,,
HILAAC RICE 25KG STT,Staples - Rice,,,16,Kilogram (1kg),368,200,0,,,,,,,Bag,,9200,4000,0,,,
HILAAL MOTO,Other - General Merchandise,,,16,Carton,4400,5500,0,,Outer,,2200,2750,0,Carton,,4400,5500,0,,,
HILAL RICE 25KG STT,Staples - Rice,,,0,Bag,5400,6500,0,,,,,,,Bag,,5400,6500,0,,,
HILAL RICE 4*10KG STT,Staples - Rice,,,0,Piece,2198,2375,0,,,,,,,Bag,4,8794,9500,0,,,"Name contains ""4*10KG"" — suggests 4 units per pack — pre-filled as L2 qty"
HILIKI WHITE,Other - General Merchandise,,,0,Kilogram (0.5kg),1550,1800,52.5,,Half Roll Bundle,,388,450,210,,,,,,,,
HILKAS UUNSI,Incense & Fragrance,,,16,Piece,250,500,1,,,,,,,,,,,,,,
HILWA 900G,Other - General Merchandise,,,16,Piece,1100,1125,0,,,,,,,Carton,,13200,13500,0,,,
HILWA BALBALAR 500G20P,Staples - Pasta & Noodles,,,16,Piece,100,100,0,,,,,,,Carton,,2000,2000,0,,,
HILWA CHENED 24*48,Other - General Merchandise,,,16,Piece,146,3900,0,,,,,,,Carton,,3500,4000,0,,,
Hilwa Condensed Milk 390g,Dairy - Milk,,,16,Piece,190,250,161,,,,,,,Carton,,9120,9800,3.4,,,
Hilwa Full Cream Milk Powder,Dairy - Milk,,,0,Piece,3400,2917,4,,,,,,,Carton,,20400,18000,0.7,,,
HILWA M BIG-STT,Staples - Pasta & Noodles,,,16,Piece,90,100,637,,,,,,,Carton,,1801,2000,31.9,,,
HILWA M CIDI,Staples - Pasta & Noodles,,,16,Piece,98,150,48,,,,,,,Carton,,1950,2100,2.4,,,
HILWA M CIDI+BIG+SMOL+FUSULI,Staples - Pasta & Noodles,,,16,Piece,55,65,0,,,,,,,,,,,,,,
HILWA M FUSULI-STT,Staples - Pasta & Noodles,,,16,Piece,98,1250,1,,,,,,,Carton,,1950,25000,0.1,,,
HILWA M SMOLL -STT,Staples - Pasta & Noodles,,,16,Piece,90,1200,635,,,,,,,Carton,,1802,24000,31.8,,,
HILWA OUTS 12*1KG,Staples - Pasta & Noodles,,,16,Piece,283,300,320,,,,,,,Carton,12,3401,3800,26.7,,,"Name contains ""12*1KG"" — suggests 12 units per pack — pre-filled as L2 qty"
HILWA SP STT,Staples - Pasta & Noodles,,,16,Piece,98,120,60,,,,,,,Carton,,1950,2100,3,,,
HILWA SUNFLOR 4*5LTR,Other - General Merchandise,,,16,Piece,1525,2125,53,,,,,,,Carton,4,6100,8500,13.3,,,"Name contains ""4*5L"" — suggests 4 units per pack — pre-filled as L2 qty"
HILWA SUNFLWR 5LT SB3,Other - General Merchandise,,,16,Carton,6050,9000,7,,,,,,,Carton,,6050,9000,7,,,
HILWA TUNA 185GM-STT,Canned & Preserved - Fish,,,16,Piece,162,167,4,,,,,,,Carton,,7800,8000,0.1,,,
HILWA TUNA 48*185G,Canned & Preserved - Fish,,,16,Piece,125,6500,0,,Dozen (12),48,1500,1600,0,,,,,,,,"Name contains ""48*185G"" — suggests 48 units per pack — pre-filled as L1 qty"
HILWA TUNA 95G-STT,Canned & Preserved - Fish,,,16,Piece,108,115,745,,Dozen (12),,1299,1250,62.1,Carton,,5196,5500,15.5,,,
HILWA TUNA 95GM,Canned & Preserved - Fish,,,16,Piece,79,100,0,,,,,,,,,,,,,,
HITZZ INSECT 400GM,Cleaning - Insecticide,,,16,Piece,152,175,0,,Dozen (12),,1825,2100,0,Carton,,7300,8500,0,,,
HOBBY SHOWER GEL 12*500ML,Personal Care - Shower Gel,,,16,Piece,250,375,16,,,,,,,Carton,12,3000,4500,1.3,,,"Name contains ""12*500ML"" — suggests 12 units per pack — pre-filled as L2 qty"
HODMAN RICE 25 SB3,Staples - Rice,,,16,Bag,2850,3000,0,,,,,,,Bag,,2850,3000,0,,,
HODMAN RICE 25KG STT,Staples - Rice,,,16,Kilogram (1kg),112,3000,0,,,,,,,Bag,,2800,3000,0,,,
HONEY ORGANA 900G,Condiments - Honey & Spreads,,,16,Piece,650,800,0,,,,,,,,,,,,,,
HUGGS 4,Baby Care - Diapers,,,16,Carton,2965,3050,0,,,,,,,Carton,,2965,3050,0,,,
HUGGS 5,Baby Care - Diapers,,,16,Piece,1450,3050,0,,,,,,,,,,,,,,
HUGGS NO 2,Baby Care - Diapers,,,16,Piece,1475,3050,0,,,,,,,Carton,,2950,6100,0,,,
HUSNI OLIVE OIL 12*1LTR,Cooking Oil,,,16,Piece,567,625,0,,,,,,,Carton,12,6800,7500,0,,,"Name contains ""12*1L"" — suggests 12 units per pack — pre-filled as L2 qty"
HUSNI RICE 25KG,Staples - Rice,,,0,Kilogram (1kg),148,200,750,,,,,,,Bag,,3700,5000,30,,,
HUSNI RICE 25KG SB3,Staples - Rice,,,0,Bag,3600,3800,0,,,,,,,Bag,,3600,3800,0,,,
HUSNI SP 20*500G,Staples - Pasta & Noodles,,,16,Piece,85,100,9,,,,,,,Carton,20,1700,1900,0.5,,,"Name contains ""20*500G"" — suggests 20 units per pack — pre-filled as L2 qty"
I D P BLUE 10KG SB3,Other - General Merchandise,,,16,Bag,1060,1200,5,,,,,,,Bag,,1060,1200,5,,,
I D P WHITE 10KG SB3,Other - General Merchandise,,,16,Bag,1031,1200,0,,,,,,,Bag,,1031,1200,0,,,
Ibiza White Chocolate,Beverages - Soda,,,16,Carton,5400,6500,0,,Outer,,450,542,0,Carton,,5400,6500,0,,,
ICE SMOLL CAKE,Snacks - Cakes & Donuts,,,16,Packet,400,450,0,,Packet,,400,450,0,,,,,,,,
ICE SUMER SHAMPOO 828ML SB3,Personal Care - Hair Care,,,16,Carton,6000,7000,0,,,,,,,Carton,,6000,7000,0,,,
ICE SUMER SHAMPOO 850ML,Personal Care - Hair Care,,,16,Piece,259,350,0,,,,,,,Carton,,6208,7500,0,,,
ICETOP CHOCOLATE 87PCS,Beverages - Soda,,,16,Carton,4140,2500,0,,Outer,87,414,400,0,Carton,,4140,2500,0,,,"Name contains ""87PCS"" — suggests 87 units per pack — pre-filled as L1 qty"
ICON PARFUM,Other - General Merchandise,,,16,Piece,1050,1000,0,,,,,,,,,,,,,,
IDP BLUE 10KG STT,Staples - Flour & Ugali,,,16,Bag,1077,1250,10.1,,,,,,,Bag,,1077,1250,10.1,,,
IDP BLUE 10KG-STT,Staples - Flour & Ugali,,,16,Kilogram (1kg),106,130,4.7,,,,,,,Bale,,1060,1300,0.5,,,
Ilara FRESH Full Cream Whole Milk 500ml,Dairy - Milk,,,16,Bag,9500,11500,0,,,,,,,Bag,,9500,11500,0,,,
ILHAN RICE 4*10KG STT,Staples - Rice,,,0,Piece,1625,1800,16,,,,,,,Bag,4,6500,6700,4,,,"Name contains ""4*10KG"" — suggests 4 units per pack — pre-filled as L2 qty"
IMAN RICE 25KG,Staples - Rice,,,16,Bag,2000,2500,0,,,,,,,Bag,,2000,2500,0,,,
IMPERIEL SOUP 24-STT,Condiments - Soup & Stock,,,16,Piece,94,100,97,,,,,,,Carton,,2250,3500,4,,,
INDOMI CHECKEN STT,Other - General Merchandise,,,16,Carton,720,800,613,,,,,,,Carton,,720,800,613,,,
Indomie Beef,Staples - Pasta & Noodles,,,16,Carton,720,900,0,,,,,,,Carton,,720,900,0,,,
Indus Long Grain Rice,Staples - Rice,,,0,Bag,2900,3050,0,,,,,,,Bag,,2900,3050,0,,,
INDUS SHARBATI 25KG SB3,Other - General Merchandise,,,0,Bag,3135,3000,4,,,,,,,Bag,,3135,3000,4,,,
INSTANT POWDER UJI 3.5KG,Breakfast - Cereals,,,16,Kilogram (1kg),250,350,0,,,,,,,,,,,,,,
INTER HALCO HONNY,Other - General Merchandise,,,16,Box,950,1200,0,,Box,,950,1200,0,,,,,,,,
INTER VALLO SP TT,Staples - Pasta & Noodles,,,16,Piece,88,110,528,,,,,,,Carton,,1754,2200,26.4,,,
INTERVALA SP,Staples - Pasta & Noodles,,,16,Kilogram (0.5kg),40,80,0,,,,,,,,,,,,,,
INVITE CHOC.CAKE 6*24,Snacks - Chocolate,,,16,Carton,1864,2500,0,,Outer,,311,450,0,Carton,,1864,2500,0,,,
Irish Spring Bar Soap,Personal Care - Soap,,,16,Piece,70,150,0,,,,,,,,,,,,,,
Ishraaq Long Grain Rice 25Kg,Staples - Rice,,,0,Kilogram (1kg),144,160,540,,,,,,,Bag,,3600,4000,21.6,,,
J J Baby Oil 200Ml,Baby Care - Products,,,16,Piece,375,450,46,,Box,,4500,7000,3.8,,,,,,,,
JAAWAN,Other - General Merchandise,,,16,Piece,15,25,0,,,,,,,,,,,,,,
JAMAA CREAM 10*1KG,Condiments - Honey & Spreads,,,16,Piece,161,200,0,,,,,,,Carton,10,1612,1700,0,,,"Name contains ""10*1KG"" — suggests 10 units per pack — pre-filled as L2 qty"
JAMAA CREAM 10*1KG SB3,Condiments - Honey & Spreads,,,16,Carton,1610,2000,0,,,,,,,Carton,10,1610,2000,0,,,"Name contains ""10*1KG"" — suggests 10 units per pack — pre-filled as L2 qty"
JAMAA SOUP 800G SB3,Condiments - Honey & Spreads,,,16,Carton,3891,4500,0,,,,,,,Carton,,3891,4500,0,,,
JAMAA SOUP 800G-STT,Condiments - Honey & Spreads,,,16,Piece,156,180,0.5,,,,,,,Carton,,3900,4500,0,,,
JAMAA WHITE 25*800GM,Condiments - Honey & Spreads,,,16,Piece,98,100,0,,,,,,,,,,,,,,
JAMAA WHITE SMOL 12* 800G -STT,Condiments - Honey & Spreads,,,16,Piece,171,200,0,,,,,,,Carton,12,2050,2200,0,,,"Name contains ""12* 800G"" — suggests 12 units per pack — pre-filled as L2 qty"
JAMBO RICE 25KG,Staples - Rice,,,16,Bag,2750,3000,0,,,,,,,Bag,,2750,3000,0,,,
JAMEEL ATTAR,Condiments - Honey & Spreads,,,16,Piece,800,850,0,,,,,,,,,,,,,,
JAWHARA MUSK PERFUME,Personal Care - Perfume,,,16,Piece,1100,1500,0,,,,,,,,,,,,,,
JAWHARA PINE 4LTR,Cleaning - Toilet & Bathroom,,,16,Piece,700,1000,12,,,,,,,,,,,,,,
JAWIL RICE25K,Staples - Rice,,,16,Kilogram (1kg),106,105,0,,,,,,,Bag,,2650,2630,0,,,
JAWIL RICE25KG-STT,Staples - Rice,,,16,Kilogram (1kg),104,125,0,,,,,,,Bag,,2608,2650,0,,,
JEER POWDER,Other - General Merchandise,,,16,Piece,120,200,0,,,,,,,,,,,,,,
JESA FLAVOURED 24*200ML,Other - General Merchandise,,,16,Carton,700,800,0,,,,,,,Carton,24,700,800,0,,,"Name contains ""24*200ML"" — suggests 24 units per pack — pre-filled as L2 qty"
JESA MILK 18*500ML STT,Dairy - Milk,,,0,Carton,900,1200,0,,,,,,,Carton,18,900,1200,0,,,"Name contains ""18*500ML"" — suggests 18 units per pack — pre-filled as L2 qty"
JIBA HONEY 200G,Condiments - Honey & Spreads,,,16,Piece,200,500,0,,,,,,,,,,,,,,
Jibambe Fruit Juice 200ml,Beverages - Juice & Drinks,,,16,Box,500,700,0,,Box,,500,700,0,,,,,,,,
JIDAN UJI POWDER 2.5KG,Breakfast - Cereals,,,16,Piece,350,500,0,,,,,,,,,,,,,,
Jik Bleach 1L,Cleaning - Bleach & Disinfectant,,,16,Piece,211,300,52,,,,,,,Carton,,3800,5500,2.9,,,
Jik Bleach 5L,Cleaning - Bleach & Disinfectant,,,16,Piece,150,200,19,,,,,,,Carton,,850,850,0,,,
JIRA,Staples - Flour & Ugali,,,0,Kilogram (0.5kg),275,350,103.8,,Half Roll Bundle,,69,100,415,,,,,,,,
Johnson's Baby Lotion 300ml,Personal Care - Skin Care,,,16,Piece,310,350,0,,,,,,,Carton,,3720,3200,0,,,
Johnson's Baby Lotion 500ml,Personal Care - Skin Care,,,16,Piece,250,350,0,,,,,,,Carton,,5800,5000,3.8,,,
JOLI GOLD 25KG SB3,Staples - Flour & Ugali,,,0,Bag,3070,2600,0,,,,,,,Bag,,3070,2600,0,,,
JOOZ 300ML,Other - General Merchandise,,,16,Outer,350,400,0,,Outer,,350,400,0,,,,,,,,
JOOZ 500ML-STT,Other - General Merchandise,,,16,Carton,450,550,0,,,,,,,Carton,,450,550,0,,,
JOWHARA ATAR,Other - General Merchandise,,,16,Piece,900,1500,0,,,,,,,,,,,,,,
JUICE FRUIT36PCK,Beverages - Juice & Drinks,,,16,Carton,7675,8500,0,,,,,,,Carton,,7675,8500,0,,,
JUICY FRUITY,Other - General Merchandise,,,16,Piece,210,7850,0,,,,,,,Carton,,7578,7800,0,,,
JUMBO CHECKIN SB3,Other - General Merchandise,,,16,Carton,7020,4700,0,,,,,,,Carton,,7020,4700,0,,,
JUMBO CHICKEN 24PC,Other - General Merchandise,,,16,Piece,292,354,342,,,,,,,Carton,24,7000,8500,14.3,,,"Name contains ""24PC"" — suggests 24 units per pack — pre-filled as L2 qty"
JUMBO SOFTCARE 52XL SB3,Baby Care - Diapers,,,16,Bale,3150,3500,0,,,,,,,Bale,,3150,3500,0,,,
JUMBO SOFTCARE 62M STT,Baby Care - Diapers,,,16,Piece,825,850,0,,,,,,,Bale,,3300,3400,0,,,
JUMBO SOFTCARE S  SB3,Baby Care - Diapers,,,16,Carton,3150,3500,0,,,,,,,Carton,,3150,3500,0,,,
Junior Fruit Juice,Beverages - Juice & Drinks,,,16,Carton,350,450,0,,,,,,,Carton,,350,450,0,,,
JUO JUICE,Beverages - Juice & Drinks,,,16,Box,210,400,0,,Box,,210,400,0,,,,,,,,
JUO ORONGI JUICE,Beverages - Juice & Drinks,,,16,Box,210,500,0,,Box,,210,500,0,,,,,,,,
KAAFI JUICE 2.5,Beverages - Juice & Drinks,,,16,Piece,583,633,0,,,,,,,Carton,,3500,3800,0,,,
KAAFIYEH CHICKEN 24PCE,Other - General Merchandise,,,16,Piece,125,146,0,,,,,,,Carton,,3000,3500,0,,,
KAAFIYEH POWDER 400*20PC,Other - General Merchandise,,,16,Piece,158,250,0,,,,,,,Carton,20,3150,3500,0,,,"Name contains ""20PC"" — suggests 20 units per pack — pre-filled as L2 qty"
KAAMIL RICE 25KG  STT,Staples - Rice,,,16,Kilogram (1kg),114,3050,0,,,,,,,Bag,,114,3050,0,,,
Kakira Light Brown Sugar 2Kg,Staples - Sugar,,,16,Kilogram (1kg),127,180,596.9,,,,,,,Bag,,6350,9000,11.9,,,
KAMAL RICE25KG SB3,Staples - Rice,,,16,Bag,2646,2800,0,,,,,,,Bag,,2646,2800,0,,,
Kamel Tomato Paste 5L,Tomato Paste & Sauce,,,16,Piece,188,300,0,,,,,,,Carton,,750,1500,0,,,
KANZI COCO 12*680ML-ST,Cooking Oil,,,16,Piece,300,375,24,,,,,,,Carton,12,3600,4500,2,,,"Name contains ""12*680ML"" — suggests 12 units per pack — pre-filled as L2 qty"
KANZI COCON 12*1LTR-STT,Cooking Oil,,,16,Piece,450,375,2,,,,,,,Carton,12,5400,6000,0.2,,,"Name contains ""12*1L"" — suggests 12 units per pack — pre-filled as L2 qty"
KANZI COCONET 24*400ML-STT,Cooking Oil,,,16,Piece,200,300,0,,,,,,,Carton,24,4800,50003,0,,,"Name contains ""24*400ML"" — suggests 24 units per pack — pre-filled as L2 qty"
Kanzi Fruit Juice Powder 2.5Kg,Beverages - Juice & Drinks,,,16,Piece,1100,1250,0,,,,,,,Carton,,4400,5000,0,,,
KAP KAK 6*24P,Snacks - Biscuits & Cookies,,,16,Outer,627,650,0,,Outer,24,627,650,0,,,,,,,,"Name contains ""*24P"" — suggests 24 units per pack — pre-filled as L1 qty"
KAP KEK 50G-STT,Other - General Merchandise,,,16,Box,573,650,0,,Box,,573,650,0,Carton,,3436,3500,0,,,
Kaputei Premium Squeeze Honey 500g,Condiments - Honey & Spreads,,,0,Piece,260,275,36,,,,,,,Carton,,5200,5500,1.8,,,
KARAIH 10 LTR STT,Staples - Flour & Ugali,,,16,Piece,2270,5000,0,,,,,,,,,,,,,,
KARAIH 20LTER SB3,Staples - Flour & Ugali,,,16,Jerry Can,4500,4800,0,,,,,,,Jerry Can,,4500,4800,0,,,
KARAMA RICE 25KG,Staples - Rice,,,0,Piece,160,1250,0,,,,,,,Bag,,4000,4600,0,,,
KARIBU RICE 25KG STT,Staples - Rice,,,16,Bag,3200,3300,0,,,,,,,Bag,,3200,3300,0,,,
KCC Fresh Fino Milk 12 Pieces Carton 500ml,Dairy - Milk,,,16,Box,456,500,0,,Box,12,456,500,0,Carton,,750,700,0,,,"Name contains ""12 Pieces Carton"" — suggests 12 units per pack — pre-filled as L1 qty"
KELL COFLAKES 12*450G,Other - General Merchandise,,,0,Piece,691,800,41,,,,,,,Carton,12,8294,9500,3.4,,,"Name contains ""12*450G"" — suggests 12 units per pack — pre-filled as L2 qty"
KELL COFLAKES 12*750G,Other - General Merchandise,,,0,Piece,1086,1250,84,,,,,,,Carton,12,13035,15000,7,,,"Name contains ""12*750G"" — suggests 12 units per pack — pre-filled as L2 qty"
Kellogg's Coco Pops 500g,Breakfast - Cereals,,,16,Piece,105,350,0,,,,,,,Carton,,2100,2300,0,,,
Kelloggs Frosties 470G,Breakfast - Cereals,,,0,Piece,778,950,27,,,,,,,Carton,,12452,12500,1.7,,,
KENFRESH 250*40PC STT,Other - General Merchandise,,,16,Piece,80,100,503,,,,,,,Carton,,3200,3800,12.6,,,
Kenfresh Tea 500g,Beverages - Tea,,,16,Piece,160,180,10,,,,,,,Carton,,3200,3600,0.5,,,
Kensos Tomato Ketchup 5L,Tomato Paste & Sauce,,,16,Piece,835,500,0,,,,,,,Carton,,3340,2000,0,,,
Kensos Tomato Paste,Tomato Paste & Sauce,,,16,Carton (×4),800,1050,8,,,,,,,Carton (×4),,800,1050,8,,,
Kensos Tomato Paste 50g,Tomato Paste & Sauce,,,16,Carton,800,1050,4,,Outer,,200,262,16,Carton,,800,1050,4,,,
Kensos Tomato Paste 5L,Tomato Paste & Sauce,,,16,Piece,300,500,0,,,,,,,Carton,,1200,1500,0,,,
Kent Boringer Pancake Mix 450g,Snacks - Cakes & Donuts,,,16,Piece,100,250,0,,,,,,,Carton,,1200,1400,0,,,
Kentaste Coconut Cream 400ml,Dairy - Cream & Whipping,,,16,Piece,141,200,0,,,,,,,Carton,,5040,5500,3.7,,,
Kentaste Coconut Oil 200ml,Snacks - Nuts,,,16,Piece,165,2500,0,,,,,,,Carton,,6240,7000,4.3,,,
KENTON CONFLAKES 250G,Other - General Merchandise,,,16,Carton,2200,3000,0,,Packet,,183,250,0,Carton,,2200,3000,0,,,
KENYA HIGHLAND 2KG,Other - General Merchandise,,,16,Piece,1833,1833,0,,,,,,,Carton,,11000,11000,0,,,
KENYA HIGLAND2.5KG  STT,Other - General Merchandise,,,16,Piece,2308,2083,0,,,,,,,Carton,,13850,12500,0,,,
KENYLON 12*450G,Other - General Merchandise,,,16,Piece,187,1200,0,,,,,,,Carton,12,2247,14400,0,,,"Name contains ""12*450G"" — suggests 12 units per pack — pre-filled as L2 qty"
KENYLON TOMATO 12*900G,Tomato Paste & Sauce,,,16,Piece,359,500,0,,,,,,,Carton,12,4304,5000,0,,,"Name contains ""12*900G"" — suggests 12 units per pack — pre-filled as L2 qty"
KERATIN CONDITION 24*400ML,Other - General Merchandise,,,16,Piece,262,292,0,,,,,,,Carton,24,6300,7000,0,,,"Name contains ""24*400ML"" — suggests 24 units per pack — pre-filled as L2 qty"
KERATIN SHAMPOO,Personal Care - Hair Care,,,16,Piece,262,5200,0,,,,,,,Carton,,6300,5200,0,,,
KERICHO GOLD 12*100G-STT,Beverages - Tea,,,16,Piece,232,250,447,,,,,,,Carton,12,2780,3000,37.3,,,"Name contains ""12*100G"" — suggests 12 units per pack — pre-filled as L2 qty"
KERICHO GOLD 24*50G,Beverages - Tea,,,16,Piece,128,125,759,,,,,,,Carton,24,3066,3500,31.6,,,"Name contains ""24*50G"" — suggests 24 units per pack — pre-filled as L2 qty"
KERICHO GOLD JAR 500ML,Beverages - Tea,,,16,Piece,363,500,88,,,,,,,Carton,,2180,3000,14.7,,,
KERINGET 1 LITRES,Beverages - Water,,,16,Carton,900,1500,0,,,,,,,Carton,,900,1500,0,,,
KERINGET 500ML,Beverages - Water,,,16,Carton,1200,2500,0,,,,,,,Carton,,1200,2500,0,,,
KHAMRA PERFUME,Personal Care - Perfume,,,16,Piece,1100,1200,2,,,,,,,,,,,,,,
KIBRIT BIG 10*10PCS,Household - Candles & Matches,,,16,Carton,3300,3500,6.5,,Outer,10,330,3500,65,Carton,,3300,3500,6.5,,,"Name contains ""10PCS"" — suggests 10 units per pack — pre-filled as L1 qty"
KIBRIT SMOLL 10*10PCS,Household - Candles & Matches,,,16,Carton,2433,2700,0.5,,Outer,10,243,270,5,Carton,,2433,2700,0.5,,,"Name contains ""10PCS"" — suggests 10 units per pack — pre-filled as L1 qty"
KIBUI CLEAR 10*1KG SB3,Other - General Merchandise,,,16,Carton,845,680,0,,,,,,,Carton,10,845,680,0,,,"Name contains ""10*1KG"" — suggests 10 units per pack — pre-filled as L2 qty"
Kibuyu Bar Soap 1Kg,Personal Care - Soap,,,16,Piece,110,200,0,,,,,,,,,,,,,,
Kifah Pure Vegetable Cooking Oil 1L,Cooking Oil,,,16,Piece,450,500,0,,,,,,,Carton,,5400,6000,0,,,
Kifah Pure Vegetable Cooking Oil 250ml,Cooking Oil,,,16,Piece,167,200,0,,,,,,,Carton,,2004,2100,0,,,
Kifah Pure Vegetable Cooking Oil 500ml,Cooking Oil,,,16,Piece,330,550,0,,,,,,,Carton,,3200,6000,0,,,
KING AFRICA 386 25KG SB3,Other - General Merchandise,,,0,Bag,3070,3000,3,,,,,,,Bag,,3070,3000,3,,,
KING SUNFLEWER OIL 5LTR,Cooking Oil,,,16,Piece,1850,1962,0,,,,,,,Carton,,7400,7850,0,,,
KING TEA 10*500G,Beverages - Tea,,,16,Piece,150,200,0,,Box,10,1500,2000,0,,,,,,,,"Name contains ""10*500G"" — suggests 10 units per pack — pre-filled as L1 qty"
KING TEA 20*250G,Beverages - Tea,,,16,Piece,75,100,0,,Box,20,1500,2000,0,,,,,,,,"Name contains ""20*250G"" — suggests 20 units per pack — pre-filled as L1 qty"
